filename,predicted_label,unit,thesis,2025-04-09 00:00:00,2025-04-10 00:00:00,2025-04-11 00:00:00,2025-04-12 00:00:00,2025-04-13 00:00:00,2025-04-14 00:00:00,2025-04-15 00:00:00,2025-04-16 00:00:00,2025-04-17 00:00:00,2025-04-18 00:00:00,2025-04-19 00:00:00,2025-04-20 00:00:00,2025-04-21 00:00:00,2025-04-22 00:00:00,2025-04-23 00:00:00,2025-04-24 00:00:00,2025-04-25 00:00:00,2025-04-26 00:00:00,2025-04-27 00:00:00,2025-04-28 00:00:00,2025-04-29 00:00:00,2025-04-30 00:00:00,2025-05-01 00:00:00,2025-05-02 00:00:00,2025-05-03 00:00:00,2025-05-04 00:00:00,2025-05-05 00:00:00,2025-05-06 00:00:00,Unnamed: 30,Unnamed: 31,Unnamed: 32,GR1 ,GR2,GR3,Unnamed: 36,Unnamed: 37,GR2 (01/06-15/06),GR2 (01/06-15/06).1,GR3 (15/06-29/06),GR3 (15/06-29/06).1,GR3 (15/06-29/06).2
DSC18_07553.JPG,downy_mildew,B18,1.0,5.0,7.0636363636363635,9.127272727272727,11.190909090909091,13.254545454545454,15.318181818181817,17.38181818181818,19.44545454545454,21.509090909090904,23.572727272727267,25.63636363636363,27.699999999999992,29.481249999999992,31.262499999999992,33.043749999999996,34.824999999999996,36.606249999999996,38.387499999999996,40.168749999999996,41.949999999999996,43.731249999999996,45.512499999999996,47.293749999999996,49.074999999999996,50.856249999999996,52.637499999999996,54.418749999999996,56.199999999999996,,,,2.0636363636363635,,,,,0.40285714285714214,-0.40285714285714214,,0.6600000000000001,0.6600000000000001
DSC18_07555.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07556.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07557.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07558.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07559.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07560.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07561.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07563.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07564.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07565.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07566.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07567.JPG,mosaic_virus_disease,B41,1.0,5.0,7.0636363636363635,9.127272727272727,11.190909090909091,13.254545454545454,15.318181818181817,17.38181818181818,19.44545454545454,21.509090909090904,23.572727272727267,25.63636363636363,27.699999999999992,29.574999999999992,31.449999999999992,33.324999999999996,35.199999999999996,37.074999999999996,38.949999999999996,40.824999999999996,42.699999999999996,44.574999999999996,46.449999999999996,48.324999999999996,50.199999999999996,52.074999999999996,53.949999999999996,55.824999999999996,57.699999999999996,,,,,,,,,0.1678571428571427,0.1678571428571427,,0.0035714285714281147,0.0035714285714281147
DSC18_07568.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07572.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07574.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07575.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07576.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07577.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07579.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07580.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07581.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07584.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07587.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07588.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07589.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07590.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07592.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07593.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07594.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07595.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07597.JPG,downy_mildew,C18,4.0,5.0,7.245454545454546,9.490909090909092,11.736363636363638,13.981818181818184,16.22727272727273,18.472727272727276,20.718181818181822,22.96363636363637,25.209090909090914,27.45454545454546,29.700000000000006,30.621875000000006,31.543750000000006,32.46562500000001,33.38750000000001,34.30937500000001,35.23125000000001,36.15312500000001,37.07500000000001,37.99687500000001,38.91875000000001,39.84062500000001,40.76250000000001,41.68437500000001,42.60625000000001,43.52812500000001,44.45000000000001,,,,,,,,,,,,,
DSC18_07598.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07600.JPG,mosaic_virus_disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07601.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07602.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07603.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07604.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07605.JPG,mosaic_virus_disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07607.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07610.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07611.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07612.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DSC18_07613.JPG,downy_mildew,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
